print,type,snippet,headline,word.count,popular
1,News,Reviewing some weather apps designed to be attractive and interesting.,App Smart Extra: Unusual Weather Apps,565,0
0,News,"A world-renowned physicist meets a gorgeous model online. They plan their perfect life together. But first, she asks, would he be so kind as to deliver a special package to her?","The Professor, the Bikini Model and the Suitcase Full of Trouble",5710,1
1,News,"As corporate boards have to steer companies owned by both long- and short-term shareholders, new ideas are needed to figure out how to cater to all constituencies, the author writes.",Re-examining Board Priorities in an Era of Activism,743,0
1,News,Yahoo has increased its presence at the annual South by Southwest festival in Texas in hopes of burnishing its image among the tech elite gathering there.,Yahoo's Next Big Play: South by Southwest,282,0
1,News,Erin Callans essay on managing the demands of a high-intensity career is the latest meditation on the subject by Wall Street women.,"After Lehman, Callan Speaks Out on a Proper Work-Life Balance",643,0
0,News,"While scientists race to develop a technology, probably nuclear-based, that can slake our energy thirst without a huge environmental cost, it would be folly to wait that long to tackle carbon emissions.",In Search of Energy Miracles,1178,1
1,News,Microsofts Windows 8 software can take screen shots in several ways.,Q&A: Capturing the Windows 8 Screen,283,0
1,News,The Serious Fraud Office of Britain cautioned that it first needed to make sure that its use of an Autonomy product did not pose a conflict of interest for an investigation into its sale to Hewlett-Packard.,One Possible Hitch to an Autonomy Investigation,400,0
1,News,"Cisco and VMware talked about ambitious strategies to create powerful data centers and networks, tied to millions of sensors and devices, with an eye on everything we do.",Networking Battles to Run the World,701,0
0,News,"Whatever might be said of Yahoos workplace, its a long way from Googles, whose various offices reflect the companys overarching philosophy to create a happy and productive environment.",Looking for a Lesson in Googles Perks,1843,1
1,News,"If you find your files on Microsofts SkyDrive service are not quite in sync, a workaround or some troubleshooting may help.",Q&A: Keeping Files in Sync on Microsoft SkyDrive,376,0
0,News,"A father who has worked from home concludes that the difficulty of making jobs parent friendly isnt the workplace, its work.",He Hasnt Had It All Either,1274,1
1,News,"Windows 8 does not include its own software for playing DVD movies, but several alternatives are available.",Q&A: Playing DVD Movies in Windows 8,251,0
1,News,"A group of owners offer support to Marissa Mayer. Said one owner: Theres a generation of people who are like, I want to go kayaking. Can I kayak today, instead?",The Truth About Working From Home,1144,0
1,News,Some venues have canceled upcoming shows after the folk singers remarks about homosexuality at a performance in San Francisco.,Michelle Shocked Draws Fire for Anti-Gay Remarks,416,0
1,News,"The S.E.C. and the Justice Department are said to be investigating Microsofts involvement with companies accused of paying bribes overseas, Nick Wingfield reports in Wednesdays New York Times.",Daily Report: U.S. Is Said to Scrutinize Microsoft Accusations,355,0
1,News,Soon everyone may be digitally archiving their lives. The architect William McDonough offers a glimpse of where were going.,The Era of Deep Archiving Begins,727,0
1,News,"Intertrust, which received a huge patent infringement settlement from Microsoft nearly a decade ago, has turned its focus to Apple with a lawsuit filed on Wednesday.","Intertrust Sues Apple, Charging Patent Violations ",501,0
1,News,March Madness will cost businesses. The economy may be turning a corner. The Affordable Care Act has its third anniversary. And do you think Yelp helps?,This Week in Small Business: Does Yelp Help?,1676,0
0,News,"Nick DAloisio, a programming whiz who wasnt even born when Yahoo was founded in 1994, sold his news-reading app, Summly, to Yahoo.","He Has Millions and a New Job at Yahoo. Soon, Hell Be 18.",820,0
1,News,"One of Yahoos newest employees is a 17-year-old high school student in Britain. As of Monday, he is one of its richest, too, Brian Stelter reports on Tuesday in The New York Times.",Daily Report: He Has Millions and a New Job at Yahoo. And Soon He'll Be 18.,309,0
1,News,"Most Web browsers let you save user names and passwords for frequently visited sites, but this information can be deleted.",Q&A: Erasing Saved Web Site Passwords,395,0
1,News,Yahoos acquisition of Summly could have certain tax benefits for its founder.,Yahoo's 'Acqui-Hiring' and Its Tax Implications,648,0
1,News,Sue Gardner will leave the Wikimedia Foundation to spend more time directly advocating for an open Internet.,A Driving Force Behind Wikipedia Will Step Down,529,0
1,News,"On Wednesday, Microsoft said that Windows Phone was out-shipping Apples iPhone in seven countries. Where? Microsoft didnt say, so Bits asked IDC.",Where in the World Are Windows Phones Outselling iPhones?,363,0
0,News,"Sure, I want my kid to learn how to share. I also want her to learn how to thrive.",A Modest Proposal for More Back-Stabbing in Preschool,1894,0
1,News,"Jerry Weissman, a former theater director, helps companies prepare to go public by schooling top executives on how to talk to Wall Street.","One on One: Jerry Weissman, Silicon Valley's Storyteller",746,0
1,News,"DealBook has compiled a chronology of Silver Lakes bidding history for Dell, stretching well back to the early days of the computer companys deliberations about whether to go private.",Timeline: How Michael Dell's Takeover Bid Got Hatched,1403,0
1,News,Reruns of Martha Bakes will follow new episodes of Martha Stewarts Cooking School.,PBS to Show Block of 'Martha' Programs,332,0
1,News,Some mail programs and third-party services offer notification when someone opens a message you have sent.,Q&A: Tracking Sent Mail Messages,284,0
1,News,"Its April Fools Day, and companies from Google to Virgin Atlantic have put up great jokes on the Web. Check out Nokias new line of microwave ovens and Twitters decision to eliminate all vowels on its free service to pack more information ",Great April's Fools Pranks From Around the Web,473,0
1,News,"A 16-day program, driven by a government mandate, teaches potential board candidates about corporate governance and lets them form networks.","To Meet Norway's Quotas, a Crash Course in Board Business ",1121,0
1,News,"Pivotal, made from parts and people at EMC and VMware, has become its own company, aiming to combine cloud-based software applications and data analysis in a way that beats Amazon Web Services.",EMC's Amazon Challenger Comes Out,332,0
0,News,"The N.C.A.A. will announce penalties against Penn State on Monday in the wake of the child sex abuse scandal involving Jerry Sandusky, a former football coach.",N.C.A.A. Plans Punitive Measures Against Penn State,932,1
0,News,"In talking about women at work, lets not forget the role of men at home.","Lean In, Dad",1059,0
1,News,A recent crop of programs is trying a new approach to increasing the number of women in the technology field: Teaching teenage girls how to write computer code.,Opening a Gateway for Girls to Enter the Computer Field,1436,1
1,News,"In relation to other wealthy countries, the United States is doing a relatively good job of getting women into high-achieving jobs.",Comparing the World's Glass Ceilings ,613,0
1,News,"Sadly, many of the April Fools jokes announcing technology products that dont exist could have been real.","It's an April Fool's Day Spoof, but It's Not a Joke",380,0
1,News,"Irene Dorner, chief executive of HSBC USA, says the few women in the upper levels of Wall Street should have been better role models for the generation that followed.",Women in a Man's World ,926,0
1,News,"Congress should put the public interest first, especially when theres more to learn about genetically engineered crops.",Why Do G.M.O.'s Need Protection?,1445,1
1,News,Delivering video messages to rural farmers in poor countries promises to be an effective method in fighting hunger and malnutrition.,Where YouTube Meets the Farm,1917,0
1,News,"Rutgerss initial reaction to video of Mike Rices abuse of basketball players drew a firestorm of criticism, on a day when Mark Cuban openly contemplates drafting Brittney Griner.",Leading Off: Rutgers Runs Off the Rails,873,0
1,News,Tesla Motors recently announced financing program for the Model S has created a stir of confusion.,"Gentlemen, Start Your Calculators: Checking the Math of Tesla's Lend-Lease Program ",718,0
0,News,"Though Google is the undisputed king of search, alternative services are chipping into its share of the market.","As Web Search Goes Mobile, Competitors Chip at Googles Lead",1210,0
1,News,"Now that the free preview edition of Microsofts Windows 8 has expired, it is time to upgrade to the final version or reinstall a previous version of Windows.",Q&A: Moving On From the Windows 8 Preview,504,0
1,News,Best Buy on Wednesday took its best guess that the latest iPads are coming soon from Apple by slashing prices on one line of the Apple tablets by 30 percent.,"With Price Cuts, Retailers Anticipate New iPad",518,0
1,News,"In India, Digital Green extends the impact of agricultural extension services using YouTube.",Knowosphere at Work: Farmer-to-Farmer Video Advice Boosting Yields,611,0
1,News,"Directors at financial institutions faced little consequences for their poor decisions, before and after the financial crisis, according to a study.","Little Accountability for Directors, Despite Poor Performance",821,0
1,News,"Despite efforts by Twitter to check for fake accounts, the underground market is becoming more sophisticated.",Fake Twitter Followers Become Multimillion-Dollar Business,1060,0
1,News,"What a start-up is worth depends on why the prospective buyer wants it, but the prices still sometimes seem random or even nonsensical.",Disruptions: The Logic (or Lack of It) in Appraising Start-Ups ,735,0
1,News,Is Gwyneth Paltrows new cookbook quack science?,Healthy Eating on Just $300 a Day,356,0
1,News,"Columbia University held a symposium that mainly focused on the promise of Big Data technology, but concerns were raised that the technology was racing ahead of societys understanding of it.",The Potential and the Risks of Data Science,581,0
1,News,"A group of big tech companies has enlisted the Linux Foundation to manage the creation of an open source version of a hot trend in their business, software-defined networking. At first glance, the project competes with the technologies theyve spen","The OpenDaylight Project Is Open Source Networking, Corporate Style",476,0
1,News,"The location of the nations top colleges reflects the past as much as the present. As a result, many students who live far away from such colleges  especially in the Sun Belt and Mountain West  suffer.",How the Location of Colleges Hurts the Economy,576,0
1,News,"Microsoft is planning to reveal details about its new Xbox video game console at an event in May, as the games industry prepares for a new generation of hardware that it hopes will lift sales.",Microsoft Sheds Old TV Baggage to Focus on New Xbox,594,0
1,News,"Fifth Third Bancorp, Ameren and ConAgra Foods are among the companies that would be the most vulnerable to takeover by activist investors, a new study by a research firm finds.",Report Identifies Companies Vulnerable to Activist Takeovers ,783,0
0,News,How I found Thoreau  and avoided a life of debt-ridden desperation  by living in my van as a graduate student at Duke University.,When Home Is a Campus Parking Lot,2351,0
1,News,"At H.Bloom, a flower-delivery service, the decision to open a lead-generation center hinged on this question: Could it generate enough sales to decrease the cost per sale?",What One Company Is Doing to Generate Sales Leads,942,0
1,News,"No other generation pays as much income tax to the federal government as baby boomers, but generosity may not be the real explanation.",Why Am I Paying All These Taxes?,459,0
0,News,Silicon Valley is battling in Washington to make the immigration process easier for people with skills coveted by the technology sector.,Tech Firms Push to Hire More Workers From Abroad,1181,0
1,News,"A veteran executives advice on surviving, and thriving, in Indian business.","A Conversation With: Ravi Venkatesan, Former Chairman of Microsoft India ",1869,0
1,News,The Dodgers were fuming and furious after the Padres Carlos Quentin charged the mound on Thursday night and broke pitcher Zack Greinkes collarbone.,Leading Off: A Baseball Brawl That Hurts,524,0
1,News,"In his annual letter to shareholders, Amazons founder and chief executive devotes time to a business few shareholders yet care about  cloud computing. It may be a sign that Jeff Bezos is in it for the long game.",Bezos's Shout-Out for His Cloud Service ,453,0
1,News,Many of the hedge fund leaders who had giant paydays last year earned their riches by posting big returns. But even weak results can produce lavish take-home pay.,Hedge Fund Titans' Pay Stretching to 10 Figures,1470,1
1,News,The mother and sister of an 8-year-old boy who died are among the people being treated for injuries at Boston hospitals.,April 16 Updates on Aftermath of Boston Marathon Explosions,9416,0
1,News,"On Tuesday, Microsoft will begin offering a new, more basic cloud computing service that competes directly with Amazons similar services. And to make sure its taken seriously, Microsoft said it would match Amazons prices.",Microsoft Takes Aim at Amazon With a New Cloud Service,635,0
1,News,"A proposed overhaul of immigration law gives Silicon Valley much of what it has been longing for, including an easier green card route for foreigners educated in math and science, a summary released on Tuesday reveals.",Daily Report: A Plan to Ease Immigration for Math and Science Graduates,242,0
1,News,"Technology reporters Jenna Wortham and Brian X. Chen share their thoughts on the latest phenomenon in hardware, the so-called smartwatch. Will it be a smart idea?",There's Something About Smartwatches,861,0
1,News,"Better known for outsourcing jobs to India, Tata is ramping up in the U.S.",India's Tata Group Maps U.S. Expansion,1171,0
1,News,"Thanks to a combination of Web-mail and cloud-storage services, sending large files as attachments is easier these days.",Tip of the Week: Sending Huge E-Mail Attachments,164,0
1,News,"When Microsoft retires technical support for Windows XP next year, the system will no longer get security patches and other updates.",Q&A: Extending (And Ending) Support for Windows XP,375,0
1,News,"Excel, PowerPoint, Word and Outlook have played more than just cameo roles in the dark side of capitalism, the author contends.",Blame Microsoft,381,0
1,News,"Nest, maker of a thermostat infused with artificial intelligence smarts, is reaching beyond the market of affluent, environmentally conscious technology enthusiasts with distribution partnerships with utilities that serve more than 90 million people.",Nest Labs Reaches for a New Market ,452,0
1,News,"Replacing a failed hard drive in a desktop computer can be a do-it-yourself project, as long as you have the time and the right parts.",Q&A: Replacing a Dead Drive,228,0
1,News,"Apple and Microsoft have posted poor stock performance under their current leaders, despite substantial growth in revenue and profits.",Why Tim Cook Is Like Steve Ballmer,529,0
1,News,"Flat design is becoming the stylistic choice for technology companies, driven partly by the constraints of smartphones and also by a hope to escape the look of digital design.",The Flattening of Design,607,0
1,News,"The Twitter account for The Associated Press was hacked on Tuesday and erroneously sent out a tweet saying there had been explosions at the White House, injuring President Obama.","In Hacking, A.P. Twitter Feed Sends False Report of Explosions ",624,0
1,News,"The EMC-VMware creation makes its debut with $105 million from General Electric, vowing to offer cloud systems, data architectures and pattern analysis, fast.",Pivotal's Audacious Plan,782,0
1,News,Adding your personal touch to the Microsoft Office Ribbon can make it easier to find your favorite commands.,Tip of the Week: Customize the Microsoft Office Ribbon,128,0
1,News,"Microsoft invited journalists to a May 21 event at its Redmond, Wash., headquarters where it will unveil the latest version of its Xbox video gaming console.",New Xbox Console Will Be Revealed on May 21 ,85,0
1,News,"A report released on Wednesday by IDC, a leading technology research firm, concluded that paying for games on smartphones and tablets would outpace paid gaming on portable video game hand-held devices by the end of the year.",Paid Games on Smartphones Expected to Outpace Hand-Held Consoles,368,0
1,News,Three federal agencies said they were investigating Tuesdays attack on the Twitter account of The Associated Press after a fake tweet posted by the hackers briefly caused financial markets to plunge.,Investigations Expand in Hacking of A.P. Twitter Feed,601,0
1,News,Corporate America is relying on new tactics to shape the legislative outcomes it wants.,The Shadow Lobbyist,2541,0
1,News,A back-of-the-envelope exercise in valuing the Hangzhou-based e-commerce giant should it seek to go public.,Why Alibaba Could Be China's Next $100 Billion I.P.O.,736,0
1,News,"A federal court ruling determined that licensing fees on essential communications and data-handling patents used in devices like smartphones, gaming consoles and tablets should be low.",Court Ruling Takes a Stand on Essential High-Tech Patents,658,0
1,News,Why would a company with $145 billion in cash even bother to issue debt? The answer has a lot to do with the frenzied state of the bond markets.,"To Satisfy Its Investors, Cash-Rich Apple Borrows Money ",1182,1
1,News,"Yahoos new parental leave policy doubles the amount of paid leave for mothers who give birth, putting the company more in line with other top technology firms.",Yahoo Enhances Its Parental Leave Policy,550,0
1,News,"Asana, which sells social software for organizations, is introducing a version for companies with tens of thousands of employees. Eighteen months ago Asana catered to groups of 30. At a large scale, business social software may also enable another ma",Re-Re-engineering the Corporation,660,0
1,News,The French governments objections to plans by Yahoo to buy a controlling stake in the video-sharing site DailyMotion has alarmed entrepreneurs in France.,French Efforts to Block Sale of Stake in Video Site to Yahoo Are Criticized,891,0
1,News,Strikes and anger on International Labor Day; abortion law proposed in Ireland; a new Russian opera house; and a rugby teams challenge.,IHT Quick Read: May 2,619,0
1,News,Is there ever a good reason for a fast-growth company to hire a consultant?,Fighting the Consultant Temptation,1116,0
1,News,"The Windows 7 Contacts folder is another place on the computer to store addresses, but you may have to import the contacts from another program.",Q.& A.: Finding and Using Windows Contacts,468,0
1,News,"Vollkswagen introduces a more powerful turbo, and General Motors announces the official pace car for this years Indianapolis 500.",Wheelies: The Juiced Beetle Edition,501,0
1,News,Computers and the Internet can open up new worlds for the elderly.,Helping Seniors Learn New Technology,864,0
0,News,"Silicon Valley companies and their executives, who want to hire foreign-born engineers, are waging a sophisticated lobbying campaign in support of an immigration overhaul.",Latest Product From Tech Firms: An Immigration Bill,1761,0
0,News,The Web site was expected this week to announce a plan to let some video makers convert fans into paying customers.,YouTube Is Said to Plan a Subscription Option,941,1
1,News,The Syrian Electronic Army broke into the Twitter account for The Onion on Monday and posted several fake tweets., No Joke: Syrians Hack The Onion,568,0
1,News,"For the first time, Microsoft has confirmed that it is making changes to the companys flagship operating system to address some of the problems people have when using the software.","After Bumpy Start, Microsoft Rethinks Windows 8",782,0
1,News,"President Obama is considering candidates for a new post that would assist the White Houses chief technology officer. Nicole Wong, a veteran of Twitter and Google, is a leading contender.",White House Plans to Add Technology Adviser ,251,0
1,News,"Microsoft named Amy Hood as its chief financial officer, the first woman to hold the job. She was most recently the chief financial officer of the business division, which oversees Office applications.",Microsoft Names First Female Finance Chief,352,0
0,Other,Theres no reason to separate the jobs of chairman and C.E.O.,The Jamie Dimon Witch Hunt,873,0
1,News,"Microsoft is said to have offered to take over the Nook units e-books and devices operations, but it is unclear whether there are any current talks on a possible deal.",Barnes & Noble Shares Jump on Sign of Microsoft Interest in Nook,284,0
0,Other,"With all the talk about financial bubbles lately, do current bond and stock prices make sense?","Bernanke, Blower of Bubbles?",831,0
1,News,"This week, after The Onion, a parody news site, became the latest publication to have its Twitter account hacked by the Syrian Electronic Army, details of how the attacks took place were made public.",Details Emerge About Syrian Electronic Army's Recent Exploits,636,0
1,News,Why small businesses are wasting money on big data. How to procrastinate like a boss. The African-American start-up gap. And do you swear at the office?,This Week in Small Business: Small Data,1648,0
1,News,"Daniel S. Loeb, known for ousting Yahoos former chief executive, is pressing Sony to spin off part of its entertainment arm.",American Investor Targets Sony for a Breakup,1395,0
1,News,"Microsoft is shedding the Windows Blue code name for the next installment of its operating system. The official name will be Windows 8.1, a company executive said on Tuesday. That name is one of the many clues that the new operating system will not b",More Details About the New Windows ,224,0
1,News,The look of Microsofts Windows 8 Start screen can be rearranged to match personal preferences.,Tip of the Week: Customize the Windows 8 Start Screen,145,0
1,News,"While other companies, including Microsoft, Apple and Sony, continue to enter the living room with successful consumer electronics that connect the TV to the Internet, Google has continually failed.","In the Living Room, Still No Sign of Google",453,0
1,News,"Daniel S. Loeb, often caustic in dealing with others, had a polite meeting in Tokyo with executives of Sony, where he is trying to engineer a major shake-up.","Sony Meets Outspoken Activist Investor, but Courtesy Reigns",887,0
1,News,What hedge fund investors are expressing should trouble all of us: they have almost no confidence in the Federal Reserve or the economics profession.,Why Fund Managers May Be Right About the Fed,1319,1
1,News,Washington is the latest state to pass a law granting academic course credit in math or science to students in advanced-placement computer science classes. Proponents say such moves are part of a long-term effort to address a shortage of engineers in,Giving Students Credit for Programming Classes ,411,0
1,News,"Googles chief executive made a surprise appearance on stage on Wednesday, taking questions from software developers in the audience.",Larry Page Gets Personal at Google's Conference,627,0
0,News,"David Beckham, whose free kicks, good looks and savvy marketing made him one of the most recognizable athletes in the world, said Thursday that he would retire at seasons end.","Beckham, at 38, Says Hell Bend It No Longer",1361,1
1,News,"Google unveiled a newly redesigned Google Maps along with new tools for search, photo editing and to-do lists, a music service and features for Android and Chrome apps, Claire Cain Miller reports in The New York Times.",Daily Report: Google Picks Up the Pace in Map Rivalry,265,0
1,News,"Rolls-Royce has backed a supersonic car designed to go faster than 1,000 miles per hour while used Fisker Karmas plummet in value.",Wheelies: The Supersonic Bloodhound Edition,711,0
1,News,"How do the two biggest deals in the social media world in recent years, those for Tumblr and Instagram, stack up to each other? DealBook runs through the stats.",The Tumblr and Instagram Deals: A Tale of the Tape,74,0
1,News,Yahoos move to buy the popular blogging service Tumblr aims to make up for years of missing out on the growth of social networks and mobile devices.,Daily Report: Yahoo's Deal for Tumblr,265,0
1,News,Tumblr faithfuls took to the service with letters and animated illustrations to protest the sale of the company to Yahoo for $1.1 billion.,Tumblr Community Responds to Yahoo Bid,405,0
0,News,"Few are keen to crumple themselves and their belongings into a tiny apartment and call it home, yet the eagerness to explore these spaces seems to spread like a determined little wildfire.",Gulliver Seeks Rental: The Newfound Fascination With Tiny Dwellings,1103,0
1,News,"Despite the fact that the deal for Tumblr was one of Yahoos biggest acquisitions, the negotiations were conducted largely through company principals, with the assistance of only one investment bank, according to a person briefed on the matter.","Tumblr Deal Was a Private Party, With Few Bankers Invited",443,0
1,News,"A day after Yahoos board approved a deal to acquire Tumblr, Marissa Mayer, Yahoos chief, and David Karp, Tumblrs founder, reassured users that Tumblr would operate as it did before.",Tumblr Founder Says Site Will Stay an 'Independent' Effort,665,0
1,News,"The value of deals in the sector announced in the United States so far this year has reached $51.4 billion, according to data from Standard & Poors Capital IQ. Thats nearly triple the amount in the period a year earlier.",A Banner Year for Tech Deal-Making,389,0
1,News,Does making money still leave a bad taste in the mouth for bloggers?,Bloggers Just Wanna Have Fun,178,0
1,News,"One downside of a deal to sell to Yahoo is that it creates an immediate taxable gain for Tumblrs shareholders, the author writes.",The Tax Costs for Tumblr's Owners,350,0
1,News,"Yahoos deal for Tumblr raises questions about its ability to make money by selling ads, among other thorny issues.",But Wait. Didn't Yahoo Try a Deal Like This Before? ,949,0
1,News,Deadly tornado in Oklahoma; Hezbollah in Lebanon; politics in Germany and Italy; garden gnomes in Chelsea; Yahoos rush into social media; a Franco-American movie in Cannes.,IHT Quick Read: May 21,536,0
1,News,A few simple precautions can help keep your e-mail account safer from intruders.,Q&A: Protecting Your Mail Account,288,0
1,News,The search giant is adapting its old playbook to compete in cloud computing: enlist small developers around the world and hope some of them create something huge. One hazard: Amazon and Microsoft are wise to this tactic.,Google: Let a Billion Supercomputers Bloom,634,0
1,News,"Flickr unveiled its new Web site design, showing off high-resolution rectangular photos and a free terabyte of space for users. But the new Flickr still feels like its missing something.","The New Flickr Is Pretty, but Is It Social?",442,0
1,News,"Steve Wilhite, who invented the enduring GIF file format in 1987, will receive a lifetime achievement Webby Award.",An Honor for the Creator of the GIF,563,0
1,News,"As the rest of the technology industry spends million lobbying lawmakers in Washington, Apple, which on Tuesday came in for a gentle grilling over taxes, has remained aloof.",Lessons for Silicon Valley on Capitol Hill,517,0
1,News,"After months of Twitter account break-ins, Twitter said Wednesday that it had introduced two-factor authentication, which makes it harder for hackers to hijack user accounts.","After Hijackings, Twitter Adds Two-Step Security Feature",610,0
0,News,"Hacking in China thrives across official, corporate and criminal worlds and is openly discussed and promoted, whether for breaking into private networks, tracking dissent or stealing trade secrets.",Hackers Find China Is Land of Opportunity,1388,0
0,News,"Born overseas and educated in the United States, workers in the heart of the tech industry are in a kind of suspension as the Senate considers the immigration bill.",Engineers See a Path Out of Green Card Limbo,1190,0
1,News,"Tens of thousands of workers in the heart of the technology industry who were born overseas and educated in the United States are in a bureaucratic limbo while they wait in a long line for a green card. Now, though, Congress is poised to end their un",Daily Report: Permanent Residency Beckons to Foreign-Born Engineers,210,0
1,News,"The pronunciation debate over the word GIF resurfaced this week when Steve Wilhite, the formats inventor, declared it should be pronounced jif, like the peanut butter.",Battle Over 'GIF' Pronunciation Erupts  ,818,1
1,News,"Though the companys Web page redesigns have received negative reviews, Tim Parsey, senior vice president of user experience design, said his work was done.",Yahoo's Design Chief to Depart,356,0
1,News,"Silicon Valleys billionaires have long been criticized for not giving away enough money, but there are signs that some, like the widow of Steve Jobs, are instead choosing to do it anonymously, and paving the way for a new type of philanthropy.",Laurene Powell Jobs and Anonymous Giving in Silicon Valley,755,0
0,Other,Apple is the latest example of how American multinationals avoid taxes.,A Is for Avoidance,784,1
0,News,Details of investigations into government leaks of classified materials also hint at the personal and professional cost for those caught up.,Leak Inquiries Show How Wide a Net U.S. Cast,1602,1
1,News,"A Chinese conglomerate, Fosun International, is playing an unusually visible role in the proposed acquisition of Club Mditerrane, a famous European brand.",Buyout Offer Brings China Into the Orbit of Club Med,1260,0
1,News,"With a new version of its Windows operating system due later this year, Microsoft is reviving some hallmarks of previous versions, but keeping the touch-friendly, tile-based look of Windows 8 that has turned off many shoppers.","With Windows 8.1, a New Start That Looks Familiar ",833,0
1,News,"Tips on downloading a photo, a complaint about the new presentation and other reader comments about the sudden changes to the online photo gallery Flickr.","Questions, and Opinions, About Flickr",728,0
1,News,"Microsoft has two versions of Windows that can run on tablet computers, but Windows 8 is more generally versatile than the more mobile-oriented Windows RT.",Q&A: Choosing a Windows Tablet,288,0
1,News,"While Apple and Google agree that the future of computers will be wearable, they disagree about which kind of computers people will actually want to wear.",Big Question for Wearable Computing: Is It Ready for Consumers? ,464,0
1,News,"Dont let the rhetoric fool you, a Microsoft researcher says: Big Data is a human tool, which means it is subject to all kinds of miscollection, misapplication and abuse. While it is being promoted as a kind of data-driven truth, it is not and it p",Why Big Data Is Not Truth,849,0
0,Other,One of the 1 percent puts herself in the middle of those on the other end of the ladder.,Shes Getting Her Boots Dirty,1176,0
1,News,"Sometimes, tech entrepreneurs create companies best appreciated by other people who live and breathe technology.",Disruptions: The Echo Chamber of Silicon Valley,886,0
1,News,A ruling by the top court is one of a number of recent signals that Chinas long-assumed tolerance for foreign investment may be on the wane.,"In China, Concern About a Chill on Foreign Investments",1394,0
1,News,"Microsoft is considering mixing up the responsibilities of its top executives as it seeks to further its transformation into what Steve Ballmer, Microsofts chief executive, calls a devices and services company.",Microsoft Weighs Restructuring,375,0
1,News,"Those photos taken with your smartphone could be gone forever if you lose the phone or it breaks, but you can back them up online without having to physically sync with a computer.",Q&A: Backing Up Photos in the Cloud,254,0
1,News,"Change.orgs revenue last year was $15 million, which came from sponsored petitions, started and paid for by businesses and organizations.",A Company Flourishes by Selling Social Transformation,1016,0
1,News,"I.B.M. announced on Tuesday that it agreed to buy SoftLayer Technologies, a cloud computing company, in a deal said to be worth $2 billion.","I.B.M. Buys SoftLayer, a Cloud Computing Firm",861,0
1,News,"If your iPad doesnt have enough room to store a lot of movies, you can wirelessly stream the video files from the iTunes library instead with Apples Home Sharing feature.",Q&A: Streaming Videos From PC to Tablet,183,0
1,News,Sharing content on the blogging platform Tumblr is being made easier by a collection of Tumblrs own tips and tricks as well as third-party browser add-ons.,Tip of the Week: Blog More Efficiently on Tumblr,147,0
1,News,"Now, every upstart technology chief executive is going to try to win the next lottery the way Tumblr did. And about 99 percent will fail.",Why the Tumblr Deal Is a Disaster for Entrepreneurs,658,0
0,News,"The federal government has secretly taken information on foreigners overseas for years from companies like Google, Facebook and Apple, the director of national intelligence confirmed.",U.S. Confirms That It Gathers Online Data Overseas,1724,0
1,News,"Microsoft is working on version 8.1 of its operating system, and it shouldnt be too timid or proud to undo the coupling of its tile-based and desktop environments.",Making Windows 8 Better,857,1
1,News,Two new papers help explain why nearly all new companies with headquarters in the United states choose to incorporate and pay tax here.,"Despite Tax Rules, Companies Stick With U.S.",966,0
1,News,Can capitalism end the drug war?,Big Pot,971,1
1,News,Some small businesses are avoiding the expense and frustration of Web development.,Finding Alternatives to Building a Web Site,854,0
1,News,"In an increasingly complex world, a truly great company must value all stakeholders  employees, customers, suppliers, the community and the planet  to generate the greatest value over the longest term, the author writes.",Truly Great Companies Add More Than They Extract,921,0
1,News,"The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users, Claire Cain Miller reports in The New York Times.","Daily Report: Google, Facebook and Microsoft Ask to Reveal U.S. Data Requests",298,0
1,News,"Political news from todays Times, plus a look at the weekly addresses and the latest happenings in Washington.",The Weekend Word: Surveillance ,456,0
0,News,The foiling of a 2009 plot to bomb the New York City subway  seemed to be the kind of success President Obama was referring to when he defended modest encroachments on privacy to protect the country.,Administration Says Mining of Data Is Crucial to Fight Terror,1258,0
0,Other,A lot of American values are being sacrificed on the altar of American security.,Peeping Barry,844,1
0,Other,A decentralization of power coincides with an intense concentration of power. This apparent contradiction makes perfect sense once one understands the nature of modern power.,Fixing the Digital Economy,2389,0
1,News,"In Silicon Valley, shock at revelations about government monitoring of the Internet have led some to call for disclosure of companies involvement.",Daily Report: Dismay in Silicon Valley at N.S.A.'s Prism Project,164,0
1,News,"The annual conference for Apple developers started today with a new version of the iOS mobile operating system and a new, streaming music service.",Highlights From Apple's Conference Keynote,3542,0
1,News,"Video game consoles, like political candidates, need to excite their bases to win. With a series of game announcements on Monday, Microsoft was definitely catering to its base, hard-core gamers, rather than to the people who will buy its games system",What Xbox One and Politics Have in Common,486,0
1,News,A solid job report. Dollar Shave Club is back with a new video. Suggestions for stowing excess cash. And where do you get your leads?,This Week in Small Business: Cronuts!,1614,0
1,News,"Pressed to respond to concerns over government surveillance, companies like Facebook and Google have had to balance the image of privacy protection with their legal obligations.",Tech Companies Tread Lightly in Statements on U.S. Spying,1129,1
1,News,Google and others have built online systems to help the N.S.A.s data gathering. Twitter hasnt made things so easy.,Twitter's Surveillance Resistance,570,0
1,News,"After Apples announcement that its next mobile operating system would help deter iPhone thefts, two legal officials who have called a meeting with smartphone makers said they appreciated the gesture by Apple.",Positive Response to New iPhone Antitheft Feature ,336,0
0,News,"Making Jason Kidd, who only last week announced his retirement as a player, a head coach without an intermediary step would be a risk for the Nets and perhaps unfair to Kidd.",Kidd as Nets Next Coach? Not So Fast,999,0
